Bundesland;Datum;Altersgrupppe;EW_Fallzahl
Rheinland-Pfalz;2020-06-20;00-19;3.675
Rheinland-Pfalz;2020-06-20;20-59;5.725
Rheinland-Pfalz;2020-06-20;60+;0.96667
Rheinland-Pfalz;2020-06-21;00-19;2
Rheinland-Pfalz;2020-06-21;20-59;6.1667
Rheinland-Pfalz;2020-06-21;60+;0.375
Rheinland-Pfalz;2020-06-22;00-19;2.9833
Rheinland-Pfalz;2020-06-22;20-59;8.675
Rheinland-Pfalz;2020-06-22;60+;1.775
Rheinland-Pfalz;2020-06-23;00-19;2.7917
Rheinland-Pfalz;2020-06-23;20-59;7.6583
Rheinland-Pfalz;2020-06-23;60+;3.7417
Rheinland-Pfalz;2020-06-24;00-19;4.8667
Rheinland-Pfalz;2020-06-24;20-59;7.15
Rheinland-Pfalz;2020-06-24;60+;0.23333
Rheinland-Pfalz;2020-06-25;00-19;5.225
Rheinland-Pfalz;2020-06-25;20-59;8.7917
Rheinland-Pfalz;2020-06-25;60+;0.40833
Rheinland-Pfalz;2020-06-26;00-19;5.3417
Rheinland-Pfalz;2020-06-26;20-59;5.6167
Rheinland-Pfalz;2020-06-26;60+;1.7917
Rheinland-Pfalz;2020-06-27;00-19;3.3
Rheinland-Pfalz;2020-06-27;20-59;6.975
Rheinland-Pfalz;2020-06-27;60+;0.40833
Rheinland-Pfalz;2020-06-28;00-19;4.2917
Rheinland-Pfalz;2020-06-28;20-59;4.175
Rheinland-Pfalz;2020-06-28;60+;0.59167
Rheinland-Pfalz;2020-06-29;00-19;1.8083
Rheinland-Pfalz;2020-06-29;20-59;6.4083
Rheinland-Pfalz;2020-06-29;60+;1.5417
Rheinland-Pfalz;2020-06-30;00-19;4.075
Rheinland-Pfalz;2020-06-30;20-59;6.25
Rheinland-Pfalz;2020-06-30;60+;0.46667
Rheinland-Pfalz;2020-07-01;00-19;7.6917
Rheinland-Pfalz;2020-07-01;20-59;7.3417
Rheinland-Pfalz;2020-07-01;60+;1.825
Rheinland-Pfalz;2020-07-02;00-19;1.8917
Rheinland-Pfalz;2020-07-02;20-59;3.6667
Rheinland-Pfalz;2020-07-02;60+;1.7167
Rheinland-Pfalz;2020-07-03;00-19;2.5
Rheinland-Pfalz;2020-07-03;20-59;8.2917
Rheinland-Pfalz;2020-07-03;60+;3.7167
Rheinland-Pfalz;2020-07-04;00-19;1.4417
Rheinland-Pfalz;2020-07-04;20-59;8.875
Rheinland-Pfalz;2020-07-04;60+;1.5083
Rheinland-Pfalz;2020-07-05;00-19;1.3917
Rheinland-Pfalz;2020-07-05;20-59;7.325
Rheinland-Pfalz;2020-07-05;60+;2.7417
Rheinland-Pfalz;2020-07-06;00-19;3.3667
Rheinland-Pfalz;2020-07-06;20-59;13.833
Rheinland-Pfalz;2020-07-06;60+;1.9583
Rheinland-Pfalz;2020-07-07;00-19;4.5667
Rheinland-Pfalz;2020-07-07;20-59;9.85
Rheinland-Pfalz;2020-07-07;60+;0.58333
Rheinland-Pfalz;2020-07-08;00-19;3.4417
Rheinland-Pfalz;2020-07-08;20-59;10.833
Rheinland-Pfalz;2020-07-08;60+;4.7
Rheinland-Pfalz;2020-07-09;00-19;3.8833
Rheinland-Pfalz;2020-07-09;20-59;10.392
Rheinland-Pfalz;2020-07-09;60+;3.0667
Rheinland-Pfalz;2020-07-10;00-19;5.3417
Rheinland-Pfalz;2020-07-10;20-59;17.9
Rheinland-Pfalz;2020-07-10;60+;4.0083
Rheinland-Pfalz;2020-07-11;00-19;4.8
Rheinland-Pfalz;2020-07-11;20-59;13.933
Rheinland-Pfalz;2020-07-11;60+;4.1417
Rheinland-Pfalz;2020-07-12;00-19;3.1
Rheinland-Pfalz;2020-07-12;20-59;10.133
Rheinland-Pfalz;2020-07-12;60+;1.0167
Rheinland-Pfalz;2020-07-13;00-19;6.1917
Rheinland-Pfalz;2020-07-13;20-59;17.383
Rheinland-Pfalz;2020-07-13;60+;2.6
Rheinland-Pfalz;2020-07-14;00-19;4.9833
Rheinland-Pfalz;2020-07-14;20-59;10.375
Rheinland-Pfalz;2020-07-14;60+;4.8583
Rheinland-Pfalz;2020-07-15;00-19;4.725
Rheinland-Pfalz;2020-07-15;20-59;11.767
Rheinland-Pfalz;2020-07-15;60+;1.7583
Rheinland-Pfalz;2020-07-16;00-19;3.3417
Rheinland-Pfalz;2020-07-16;20-59;9.4833
Rheinland-Pfalz;2020-07-16;60+;0.5
Rheinland-Pfalz;2020-07-17;00-19;5.2333
Rheinland-Pfalz;2020-07-17;20-59;8.5917
Rheinland-Pfalz;2020-07-17;60+;0.35833
Rheinland-Pfalz;2020-07-18;00-19;2.85
Rheinland-Pfalz;2020-07-18;20-59;11.108
Rheinland-Pfalz;2020-07-18;60+;0.65833
Rheinland-Pfalz;2020-07-19;00-19;1.7917
Rheinland-Pfalz;2020-07-19;20-59;12
Rheinland-Pfalz;2020-07-19;60+;1.5167
Rheinland-Pfalz;2020-07-20;00-19;3.675
Rheinland-Pfalz;2020-07-20;20-59;15.667
Rheinland-Pfalz;2020-07-20;60+;0.475
Rheinland-Pfalz;2020-07-21;00-19;2.4667
Rheinland-Pfalz;2020-07-21;20-59;8.925
Rheinland-Pfalz;2020-07-21;60+;1.475
Rheinland-Pfalz;2020-07-22;00-19;3.2083
Rheinland-Pfalz;2020-07-22;20-59;16.525
Rheinland-Pfalz;2020-07-22;60+;2.7917
Rheinland-Pfalz;2020-07-23;00-19;3.1083
Rheinland-Pfalz;2020-07-23;20-59;11.292
Rheinland-Pfalz;2020-07-23;60+;1.675
Rheinland-Pfalz;2020-07-24;00-19;2.95
Rheinland-Pfalz;2020-07-24;20-59;18.817
Rheinland-Pfalz;2020-07-24;60+;1.5417
Rheinland-Pfalz;2020-07-25;00-19;2.7667
Rheinland-Pfalz;2020-07-25;20-59;11.508
Rheinland-Pfalz;2020-07-25;60+;2.775
Rheinland-Pfalz;2020-07-26;00-19;4.15
Rheinland-Pfalz;2020-07-26;20-59;12.025
Rheinland-Pfalz;2020-07-26;60+;0.61667
Rheinland-Pfalz;2020-07-27;00-19;4.025
Rheinland-Pfalz;2020-07-27;20-59;15.175
Rheinland-Pfalz;2020-07-27;60+;2.3083
Rheinland-Pfalz;2020-07-28;00-19;10.217
Rheinland-Pfalz;2020-07-28;20-59;15.367
Rheinland-Pfalz;2020-07-28;60+;1.625
Rheinland-Pfalz;2020-07-29;00-19;6.175
Rheinland-Pfalz;2020-07-29;20-59;17.075
Rheinland-Pfalz;2020-07-29;60+;2.0667
Rheinland-Pfalz;2020-07-30;00-19;14.15
Rheinland-Pfalz;2020-07-30;20-59;24.958
Rheinland-Pfalz;2020-07-30;60+;2.4583
Rheinland-Pfalz;2020-07-31;00-19;10.067
Rheinland-Pfalz;2020-07-31;20-59;17.675
Rheinland-Pfalz;2020-07-31;60+;2.5833
Rheinland-Pfalz;2020-08-01;00-19;5.9333
Rheinland-Pfalz;2020-08-01;20-59;23.508
Rheinland-Pfalz;2020-08-01;60+;3.0833
Rheinland-Pfalz;2020-08-02;00-19;12.108
Rheinland-Pfalz;2020-08-02;20-59;28.767
Rheinland-Pfalz;2020-08-02;60+;1.9917
Rheinland-Pfalz;2020-08-03;00-19;12.058
Rheinland-Pfalz;2020-08-03;20-59;30.733
Rheinland-Pfalz;2020-08-03;60+;2.825
Rheinland-Pfalz;2020-08-04;00-19;10.075
Rheinland-Pfalz;2020-08-04;20-59;29.192
Rheinland-Pfalz;2020-08-04;60+;3.3917
Rheinland-Pfalz;2020-08-05;00-19;9.0417
Rheinland-Pfalz;2020-08-05;20-59;35.858
Rheinland-Pfalz;2020-08-05;60+;2.5583
Rheinland-Pfalz;2020-08-06;00-19;11.9
Rheinland-Pfalz;2020-08-06;20-59;36.042
Rheinland-Pfalz;2020-08-06;60+;3.2833
Rheinland-Pfalz;2020-08-07;00-19;12.092
Rheinland-Pfalz;2020-08-07;20-59;33.975
Rheinland-Pfalz;2020-08-07;60+;3.2333
Rheinland-Pfalz;2020-08-08;00-19;11.558
Rheinland-Pfalz;2020-08-08;20-59;32.567
Rheinland-Pfalz;2020-08-08;60+;2.5833
Rheinland-Pfalz;2020-08-09;00-19;11.75
Rheinland-Pfalz;2020-08-09;20-59;34.233
Rheinland-Pfalz;2020-08-09;60+;3.2
Rheinland-Pfalz;2020-08-10;00-19;16.267
Rheinland-Pfalz;2020-08-10;20-59;39.3
Rheinland-Pfalz;2020-08-10;60+;4.925
Rheinland-Pfalz;2020-08-11;00-19;20.508
Rheinland-Pfalz;2020-08-11;20-59;39.492
Rheinland-Pfalz;2020-08-11;60+;3.925
Rheinland-Pfalz;2020-08-12;00-19;18.342
Rheinland-Pfalz;2020-08-12;20-59;42.817
Rheinland-Pfalz;2020-08-12;60+;2.9
Rheinland-Pfalz;2020-08-13;00-19;22.492
Rheinland-Pfalz;2020-08-13;20-59;43.092
Rheinland-Pfalz;2020-08-13;60+;4.525
Rheinland-Pfalz;2020-08-14;00-19;17.1
Rheinland-Pfalz;2020-08-14;20-59;36.925
Rheinland-Pfalz;2020-08-14;60+;3.9583
Rheinland-Pfalz;2020-08-15;00-19;17.117
Rheinland-Pfalz;2020-08-15;20-59;37.558
Rheinland-Pfalz;2020-08-15;60+;3.5167
Rheinland-Pfalz;2020-08-16;00-19;11.417
Rheinland-Pfalz;2020-08-16;20-59;49.725
Rheinland-Pfalz;2020-08-16;60+;3.4667
Rheinland-Pfalz;2020-08-17;00-19;13.742
Rheinland-Pfalz;2020-08-17;20-59;51.4
Rheinland-Pfalz;2020-08-17;60+;6.4333
Rheinland-Pfalz;2020-08-18;00-19;13.883
Rheinland-Pfalz;2020-08-18;20-59;38.7
Rheinland-Pfalz;2020-08-18;60+;8.9833
Rheinland-Pfalz;2020-08-19;00-19;10.692
Rheinland-Pfalz;2020-08-19;20-59;44.083
Rheinland-Pfalz;2020-08-19;60+;5.8917
Rheinland-Pfalz;2020-08-20;00-19;14.892
Rheinland-Pfalz;2020-08-20;20-59;33.183
Rheinland-Pfalz;2020-08-20;60+;3.7
Rheinland-Pfalz;2020-08-21;00-19;9.325
Rheinland-Pfalz;2020-08-21;20-59;36.85
Rheinland-Pfalz;2020-08-21;60+;2.3583
Rheinland-Pfalz;2020-08-22;00-19;7.75
Rheinland-Pfalz;2020-08-22;20-59;38.567
Rheinland-Pfalz;2020-08-22;60+;2.0333
Rheinland-Pfalz;2020-08-23;00-19;7.3083
Rheinland-Pfalz;2020-08-23;20-59;38.983
Rheinland-Pfalz;2020-08-23;60+;3.6583
Rheinland-Pfalz;2020-08-24;00-19;12.975
Rheinland-Pfalz;2020-08-24;20-59;44.55
Rheinland-Pfalz;2020-08-24;60+;3.9917
Rheinland-Pfalz;2020-08-25;00-19;9.9833
Rheinland-Pfalz;2020-08-25;20-59;50.633
Rheinland-Pfalz;2020-08-25;60+;4.1917
Rheinland-Pfalz;2020-08-26;00-19;11.275
Rheinland-Pfalz;2020-08-26;20-59;42.558
Rheinland-Pfalz;2020-08-26;60+;3.1833
Rheinland-Pfalz;2020-08-27;00-19;8.9833
Rheinland-Pfalz;2020-08-27;20-59;36.883
Rheinland-Pfalz;2020-08-27;60+;4.0167
Rheinland-Pfalz;2020-08-28;00-19;12.733
Rheinland-Pfalz;2020-08-28;20-59;32.008
Rheinland-Pfalz;2020-08-28;60+;6.475
Rheinland-Pfalz;2020-08-29;00-19;6.775
Rheinland-Pfalz;2020-08-29;20-59;23.292
Rheinland-Pfalz;2020-08-29;60+;2.3333
Rheinland-Pfalz;2020-08-30;00-19;6.3167
Rheinland-Pfalz;2020-08-30;20-59;29.008
Rheinland-Pfalz;2020-08-30;60+;2.575
Rheinland-Pfalz;2020-08-31;00-19;6.275
Rheinland-Pfalz;2020-08-31;20-59;43.258
Rheinland-Pfalz;2020-08-31;60+;6.3417
Rheinland-Pfalz;2020-09-01;00-19;10.633
Rheinland-Pfalz;2020-09-01;20-59;36.958
Rheinland-Pfalz;2020-09-01;60+;6
Rheinland-Pfalz;2020-09-02;00-19;4.95
Rheinland-Pfalz;2020-09-02;20-59;35.792
Rheinland-Pfalz;2020-09-02;60+;7.1917
Rheinland-Pfalz;2020-09-03;00-19;9.0167
Rheinland-Pfalz;2020-09-03;20-59;42.458
Rheinland-Pfalz;2020-09-03;60+;8.7583
Rheinland-Pfalz;2020-09-04;00-19;6.5
Rheinland-Pfalz;2020-09-04;20-59;29.592
Rheinland-Pfalz;2020-09-04;60+;7.1333
Rheinland-Pfalz;2020-09-05;00-19;5.025
Rheinland-Pfalz;2020-09-05;20-59;32.392
Rheinland-Pfalz;2020-09-05;60+;5.75
Rheinland-Pfalz;2020-09-06;00-19;6.6333
Rheinland-Pfalz;2020-09-06;20-59;38.4
Rheinland-Pfalz;2020-09-06;60+;6.0333
Rheinland-Pfalz;2020-09-07;00-19;10.858
Rheinland-Pfalz;2020-09-07;20-59;48.092
Rheinland-Pfalz;2020-09-07;60+;7.025
Rheinland-Pfalz;2020-09-08;00-19;5.4833
Rheinland-Pfalz;2020-09-08;20-59;35.625
Rheinland-Pfalz;2020-09-08;60+;8.2833
Rheinland-Pfalz;2020-09-09;00-19;8.05
Rheinland-Pfalz;2020-09-09;20-59;38.583
Rheinland-Pfalz;2020-09-09;60+;7.8167
Rheinland-Pfalz;2020-09-10;00-19;8.2667
Rheinland-Pfalz;2020-09-10;20-59;44.567
Rheinland-Pfalz;2020-09-10;60+;7.575
Rheinland-Pfalz;2020-09-11;00-19;4.975
Rheinland-Pfalz;2020-09-11;20-59;37.067
Rheinland-Pfalz;2020-09-11;60+;6.6833
Rheinland-Pfalz;2020-09-12;00-19;5.9083
Rheinland-Pfalz;2020-09-12;20-59;37.067
Rheinland-Pfalz;2020-09-12;60+;6.4167
Rheinland-Pfalz;2020-09-13;00-19;9.0083
Rheinland-Pfalz;2020-09-13;20-59;33.083
Rheinland-Pfalz;2020-09-13;60+;7.9083
Rheinland-Pfalz;2020-09-14;00-19;8.2167
Rheinland-Pfalz;2020-09-14;20-59;43.967
Rheinland-Pfalz;2020-09-14;60+;7.7833
Rheinland-Pfalz;2020-09-15;00-19;9.4333
Rheinland-Pfalz;2020-09-15;20-59;37.925
Rheinland-Pfalz;2020-09-15;60+;7.4917
Rheinland-Pfalz;2020-09-16;00-19;7.2583
Rheinland-Pfalz;2020-09-16;20-59;38.542
Rheinland-Pfalz;2020-09-16;60+;11.167
Rheinland-Pfalz;2020-09-17;00-19;8.9917
Rheinland-Pfalz;2020-09-17;20-59;37.433
Rheinland-Pfalz;2020-09-17;60+;7.2417
Rheinland-Pfalz;2020-09-18;00-19;6.4417
Rheinland-Pfalz;2020-09-18;20-59;44.567
Rheinland-Pfalz;2020-09-18;60+;9.275
Rheinland-Pfalz;2020-09-19;00-19;6.15
Rheinland-Pfalz;2020-09-19;20-59;32.733
Rheinland-Pfalz;2020-09-19;60+;4.875
Rheinland-Pfalz;2020-09-20;00-19;6.775
Rheinland-Pfalz;2020-09-20;20-59;28.7
Rheinland-Pfalz;2020-09-20;60+;5.7
Rheinland-Pfalz;2020-09-21;00-19;7.2
Rheinland-Pfalz;2020-09-21;20-59;54.783
Rheinland-Pfalz;2020-09-21;60+;9.6917
Rheinland-Pfalz;2020-09-22;00-19;13.408
Rheinland-Pfalz;2020-09-22;20-59;52.917
Rheinland-Pfalz;2020-09-22;60+;9.8167
Rheinland-Pfalz;2020-09-23;00-19;18.808
Rheinland-Pfalz;2020-09-23;20-59;54.042
Rheinland-Pfalz;2020-09-23;60+;13.183
Rheinland-Pfalz;2020-09-24;00-19;12.967
Rheinland-Pfalz;2020-09-24;20-59;49.908
Rheinland-Pfalz;2020-09-24;60+;8.825
Rheinland-Pfalz;2020-09-25;00-19;12.842
Rheinland-Pfalz;2020-09-25;20-59;48.842
Rheinland-Pfalz;2020-09-25;60+;6.6083
Rheinland-Pfalz;2020-09-26;00-19;9.775
Rheinland-Pfalz;2020-09-26;20-59;41.842
Rheinland-Pfalz;2020-09-26;60+;8.55
Rheinland-Pfalz;2020-09-27;00-19;12.108
Rheinland-Pfalz;2020-09-27;20-59;61.567
Rheinland-Pfalz;2020-09-27;60+;6.9
Rheinland-Pfalz;2020-09-28;00-19;12.917
Rheinland-Pfalz;2020-09-28;20-59;65.142
Rheinland-Pfalz;2020-09-28;60+;8.4667
Rheinland-Pfalz;2020-09-29;00-19;11.758
Rheinland-Pfalz;2020-09-29;20-59;77.375
Rheinland-Pfalz;2020-09-29;60+;12.6
Rheinland-Pfalz;2020-09-30;00-19;15.692
Rheinland-Pfalz;2020-09-30;20-59;69.967
Rheinland-Pfalz;2020-09-30;60+;16.667
Rheinland-Pfalz;2020-10-01;00-19;18.458
Rheinland-Pfalz;2020-10-01;20-59;80.458
Rheinland-Pfalz;2020-10-01;60+;20.65
Rheinland-Pfalz;2020-10-02;00-19;13.575
Rheinland-Pfalz;2020-10-02;20-59;85.533
Rheinland-Pfalz;2020-10-02;60+;18.317
Rheinland-Pfalz;2020-10-03;00-19;19.275
Rheinland-Pfalz;2020-10-03;20-59;92.267
Rheinland-Pfalz;2020-10-03;60+;21.725
Rheinland-Pfalz;2020-10-04;00-19;18.925
Rheinland-Pfalz;2020-10-04;20-59;102.37
Rheinland-Pfalz;2020-10-04;60+;21.35
Rheinland-Pfalz;2020-10-05;00-19;23.492
Rheinland-Pfalz;2020-10-05;20-59;118.49
Rheinland-Pfalz;2020-10-05;60+;26.742
Rheinland-Pfalz;2020-10-06;00-19;25.308
Rheinland-Pfalz;2020-10-06;20-59;128.72
Rheinland-Pfalz;2020-10-06;60+;30.217
Rheinland-Pfalz;2020-10-07;00-19;30.908
Rheinland-Pfalz;2020-10-07;20-59;143.97
Rheinland-Pfalz;2020-10-07;60+;28.325
Rheinland-Pfalz;2020-10-08;00-19;30.242
Rheinland-Pfalz;2020-10-08;20-59;107.1
Rheinland-Pfalz;2020-10-08;60+;31.417
Rheinland-Pfalz;2020-10-09;00-19;24.642
Rheinland-Pfalz;2020-10-09;20-59;149.71
Rheinland-Pfalz;2020-10-09;60+;33.917
Rheinland-Pfalz;2020-10-10;00-19;27.967
Rheinland-Pfalz;2020-10-10;20-59;135.53
Rheinland-Pfalz;2020-10-10;60+;37.4
Rheinland-Pfalz;2020-10-11;00-19;25.058
Rheinland-Pfalz;2020-10-11;20-59;145
Rheinland-Pfalz;2020-10-11;60+;36.575
Rheinland-Pfalz;2020-10-12;00-19;35.208
Rheinland-Pfalz;2020-10-12;20-59;187.05
Rheinland-Pfalz;2020-10-12;60+;50.492
Rheinland-Pfalz;2020-10-13;00-19;45.583
Rheinland-Pfalz;2020-10-13;20-59;214.1
Rheinland-Pfalz;2020-10-13;60+;56.642
Rheinland-Pfalz;2020-10-14;00-19;52.592
Rheinland-Pfalz;2020-10-14;20-59;239.09
Rheinland-Pfalz;2020-10-14;60+;61.875
Rheinland-Pfalz;2020-10-15;00-19;46.817
Rheinland-Pfalz;2020-10-15;20-59;235.28
Rheinland-Pfalz;2020-10-15;60+;69.592
Rheinland-Pfalz;2020-10-16;00-19;57.692
Rheinland-Pfalz;2020-10-16;20-59;256.77
Rheinland-Pfalz;2020-10-16;60+;87.767
Rheinland-Pfalz;2020-10-17;00-19;53.358
Rheinland-Pfalz;2020-10-17;20-59;265.27
Rheinland-Pfalz;2020-10-17;60+;70.167
Rheinland-Pfalz;2020-10-18;00-19;73.2
Rheinland-Pfalz;2020-10-18;20-59;292.25
Rheinland-Pfalz;2020-10-18;60+;87.258
Rheinland-Pfalz;2020-10-19;00-19;84.492
Rheinland-Pfalz;2020-10-19;20-59;361.02
Rheinland-Pfalz;2020-10-19;60+;115.29
Rheinland-Pfalz;2020-10-20;00-19;98.317
Rheinland-Pfalz;2020-10-20;20-59;402.6
Rheinland-Pfalz;2020-10-20;60+;109.75
Rheinland-Pfalz;2020-10-21;00-19;102.54
Rheinland-Pfalz;2020-10-21;20-59;456.52
Rheinland-Pfalz;2020-10-21;60+;120.97
Rheinland-Pfalz;2020-10-22;00-19;98.133
Rheinland-Pfalz;2020-10-22;20-59;425.33
Rheinland-Pfalz;2020-10-22;60+;111.85
Rheinland-Pfalz;2020-10-23;00-19;94.567
Rheinland-Pfalz;2020-10-23;20-59;433.37
Rheinland-Pfalz;2020-10-23;60+;125.62
Rheinland-Pfalz;2020-10-24;00-19;104.73
Rheinland-Pfalz;2020-10-24;20-59;440.45
Rheinland-Pfalz;2020-10-24;60+;128.13
Rheinland-Pfalz;2020-10-25;00-19;109.14
Rheinland-Pfalz;2020-10-25;20-59;443.48
Rheinland-Pfalz;2020-10-25;60+;125.7
Rheinland-Pfalz;2020-10-26;00-19;108.97
Rheinland-Pfalz;2020-10-26;20-59;523.23
Rheinland-Pfalz;2020-10-26;60+;149.44
Rheinland-Pfalz;2020-10-27;00-19;131.23
Rheinland-Pfalz;2020-10-27;20-59;489.02
Rheinland-Pfalz;2020-10-27;60+;148.18
Rheinland-Pfalz;2020-10-28;00-19;117.91
Rheinland-Pfalz;2020-10-28;20-59;473.73
Rheinland-Pfalz;2020-10-28;60+;148.35
Rheinland-Pfalz;2020-10-29;00-19;107.2
Rheinland-Pfalz;2020-10-29;20-59;438.85
Rheinland-Pfalz;2020-10-29;60+;144.78
Rheinland-Pfalz;2020-10-30;00-19;101.32
Rheinland-Pfalz;2020-10-30;20-59;482.4
Rheinland-Pfalz;2020-10-30;60+;146.8
Rheinland-Pfalz;2020-10-31;00-19;93.483
Rheinland-Pfalz;2020-10-31;20-59;462.1
Rheinland-Pfalz;2020-10-31;60+;148.64
Rheinland-Pfalz;2020-11-01;00-19;108.46
Rheinland-Pfalz;2020-11-01;20-59;483.63
Rheinland-Pfalz;2020-11-01;60+;151.43
Rheinland-Pfalz;2020-11-02;00-19;133.07
Rheinland-Pfalz;2020-11-02;20-59;562.69
Rheinland-Pfalz;2020-11-02;60+;176.57
Rheinland-Pfalz;2020-11-03;00-19;129.26
Rheinland-Pfalz;2020-11-03;20-59;504.65
Rheinland-Pfalz;2020-11-03;60+;158.21
Rheinland-Pfalz;2020-11-04;00-19;124.78
Rheinland-Pfalz;2020-11-04;20-59;482.56
Rheinland-Pfalz;2020-11-04;60+;163.54
Rheinland-Pfalz;2020-11-05;00-19;112.08
Rheinland-Pfalz;2020-11-05;20-59;455.07
Rheinland-Pfalz;2020-11-05;60+;174.73
Rheinland-Pfalz;2020-11-06;00-19;112.96
Rheinland-Pfalz;2020-11-06;20-59;464.23
Rheinland-Pfalz;2020-11-06;60+;171.62
Rheinland-Pfalz;2020-11-07;00-19;107.02
Rheinland-Pfalz;2020-11-07;20-59;456.32
Rheinland-Pfalz;2020-11-07;60+;151.57
Rheinland-Pfalz;2020-11-08;00-19;119.22
Rheinland-Pfalz;2020-11-08;20-59;476.98
Rheinland-Pfalz;2020-11-08;60+;165.78
Rheinland-Pfalz;2020-11-09;00-19;133.44
Rheinland-Pfalz;2020-11-09;20-59;547.92
Rheinland-Pfalz;2020-11-09;60+;197.66
Rheinland-Pfalz;2020-11-10;00-19;146.68
Rheinland-Pfalz;2020-11-10;20-59;526.32
Rheinland-Pfalz;2020-11-10;60+;202.61
Rheinland-Pfalz;2020-11-11;00-19;133.41
Rheinland-Pfalz;2020-11-11;20-59;496.85
Rheinland-Pfalz;2020-11-11;60+;183.49
Rheinland-Pfalz;2020-11-12;00-19;128.75
Rheinland-Pfalz;2020-11-12;20-59;462.38
Rheinland-Pfalz;2020-11-12;60+;206.62
Rheinland-Pfalz;2020-11-13;00-19;114.2
Rheinland-Pfalz;2020-11-13;20-59;493.27
Rheinland-Pfalz;2020-11-13;60+;202.1
Rheinland-Pfalz;2020-11-14;00-19;95.225
Rheinland-Pfalz;2020-11-14;20-59;462.92
Rheinland-Pfalz;2020-11-14;60+;165.6
Rheinland-Pfalz;2020-11-15;00-19;101.87
Rheinland-Pfalz;2020-11-15;20-59;473.87
Rheinland-Pfalz;2020-11-15;60+;163.83
Rheinland-Pfalz;2020-11-16;00-19;116.62
Rheinland-Pfalz;2020-11-16;20-59;520.11
Rheinland-Pfalz;2020-11-16;60+;219.82
Rheinland-Pfalz;2020-11-17;00-19;112.15
Rheinland-Pfalz;2020-11-17;20-59;526.54
Rheinland-Pfalz;2020-11-17;60+;228.97
Rheinland-Pfalz;2020-11-18;00-19;115.26
Rheinland-Pfalz;2020-11-18;20-59;467.96
Rheinland-Pfalz;2020-11-18;60+;226.28
Rheinland-Pfalz;2020-11-19;00-19;109.13
Rheinland-Pfalz;2020-11-19;20-59;446.32
Rheinland-Pfalz;2020-11-19;60+;206.67
Rheinland-Pfalz;2020-11-20;00-19;96.525
Rheinland-Pfalz;2020-11-20;20-59;451.29
Rheinland-Pfalz;2020-11-20;60+;202.55
Rheinland-Pfalz;2020-11-21;00-19;75.525
Rheinland-Pfalz;2020-11-21;20-59;397.22
Rheinland-Pfalz;2020-11-21;60+;166.47
Rheinland-Pfalz;2020-11-22;00-19;82.192
Rheinland-Pfalz;2020-11-22;20-59;362.54
Rheinland-Pfalz;2020-11-22;60+;170.38
Rheinland-Pfalz;2020-11-23;00-19;105.69
Rheinland-Pfalz;2020-11-23;20-59;434.56
Rheinland-Pfalz;2020-11-23;60+;232.2
Rheinland-Pfalz;2020-11-24;00-19;95.542
Rheinland-Pfalz;2020-11-24;20-59;429.62
Rheinland-Pfalz;2020-11-24;60+;224.33
Rheinland-Pfalz;2020-11-25;00-19;97.983
Rheinland-Pfalz;2020-11-25;20-59;405.13
Rheinland-Pfalz;2020-11-25;60+;222.62
Rheinland-Pfalz;2020-11-26;00-19;95.992
Rheinland-Pfalz;2020-11-26;20-59;389.39
Rheinland-Pfalz;2020-11-26;60+;205.94
Rheinland-Pfalz;2020-11-27;00-19;88.992
Rheinland-Pfalz;2020-11-27;20-59;436.29
Rheinland-Pfalz;2020-11-27;60+;212.93
Rheinland-Pfalz;2020-11-28;00-19;91.925
Rheinland-Pfalz;2020-11-28;20-59;406.07
Rheinland-Pfalz;2020-11-28;60+;181.75
Rheinland-Pfalz;2020-11-29;00-19;92.533
Rheinland-Pfalz;2020-11-29;20-59;429.48
Rheinland-Pfalz;2020-11-29;60+;201.13
Rheinland-Pfalz;2020-11-30;00-19;101.88
Rheinland-Pfalz;2020-11-30;20-59;519.91
Rheinland-Pfalz;2020-11-30;60+;258.48
Rheinland-Pfalz;2020-12-01;00-19;124.8
Rheinland-Pfalz;2020-12-01;20-59;523.78
Rheinland-Pfalz;2020-12-01;60+;275.26
Rheinland-Pfalz;2020-12-02;00-19;127.48
Rheinland-Pfalz;2020-12-02;20-59;519.97
Rheinland-Pfalz;2020-12-02;60+;241.11
Rheinland-Pfalz;2020-12-03;00-19;130.03
Rheinland-Pfalz;2020-12-03;20-59;532.52
Rheinland-Pfalz;2020-12-03;60+;241.53
Rheinland-Pfalz;2020-12-04;00-19;125.2
Rheinland-Pfalz;2020-12-04;20-59;594.65
Rheinland-Pfalz;2020-12-04;60+;232.82
Rheinland-Pfalz;2020-12-05;00-19;125.01
Rheinland-Pfalz;2020-12-05;20-59;568.58
Rheinland-Pfalz;2020-12-05;60+;228.67
Rheinland-Pfalz;2020-12-06;00-19;132.45
Rheinland-Pfalz;2020-12-06;20-59;596.59
Rheinland-Pfalz;2020-12-06;60+;252.05
Rheinland-Pfalz;2020-12-07;00-19;154.55
Rheinland-Pfalz;2020-12-07;20-59;671.03
Rheinland-Pfalz;2020-12-07;60+;311.01
Rheinland-Pfalz;2020-12-08;00-19;165.07
Rheinland-Pfalz;2020-12-08;20-59;664.62
Rheinland-Pfalz;2020-12-08;60+;325.19
Rheinland-Pfalz;2020-12-09;00-19;148.27
Rheinland-Pfalz;2020-12-09;20-59;598.55
Rheinland-Pfalz;2020-12-09;60+;309.61
