Zeitpunkt;Bundesland;Kreis;Kreisschlüssel;Altersgruppe;Bevölkerung
Ende 2020;Rheinland-Pfalz;LK Ahrweiler;07131;00-17;20323
Ende 2020;Rheinland-Pfalz;LK Ahrweiler;07131;18-59;67328
Ende 2020;Rheinland-Pfalz;LK Ahrweiler;07131;60+;42828
Ende 2020;Bayern;LK Aichach-Friedberg;09771;00-17;24399
Ende 2020;Bayern;LK Aichach-Friedberg;09771;18-59;73944
Ende 2020;Bayern;LK Aichach-Friedberg;09771;60+;36681
Ende 2020;Baden-Württemberg;LK Alb-Donau-Kreis;08425;00-17;36315
Ende 2020;Baden-Württemberg;LK Alb-Donau-Kreis;08425;18-59;109091
Ende 2020;Baden-Württemberg;LK Alb-Donau-Kreis;08425;60+;52798
Ende 2020;Thüringen;LK Altenburger Land;16077;00-17;12235
Ende 2020;Thüringen;LK Altenburger Land;16077;18-59;40765
Ende 2020;Thüringen;LK Altenburger Land;16077;60+;35356
Ende 2020;Rheinland-Pfalz;LK Altenkirchen;07132;00-17;21488
Ende 2020;Rheinland-Pfalz;LK Altenkirchen;07132;18-59;68213
Ende 2020;Rheinland-Pfalz;LK Altenkirchen;07132;60+;39386
Ende 2020;Sachsen-Anhalt;LK Altmarkkreis Salzwedel;15081;00-17;12878
Ende 2020;Sachsen-Anhalt;LK Altmarkkreis Salzwedel;15081;18-59;41239
Ende 2020;Sachsen-Anhalt;LK Altmarkkreis Salzwedel;15081;60+;28570
Ende 2020;Bayern;LK Altötting;09171;00-17;19184
Ende 2020;Bayern;LK Altötting;09171;18-59;59698
Ende 2020;Bayern;LK Altötting;09171;60+;32772
Ende 2020;Rheinland-Pfalz;LK Alzey-Worms;07331;00-17;22504
Ende 2020;Rheinland-Pfalz;LK Alzey-Worms;07331;18-59;70536
Ende 2020;Rheinland-Pfalz;LK Alzey-Worms;07331;60+;37675
Ende 2020;Bayern;LK Amberg-Sulzbach;09371;00-17;16607
Ende 2020;Bayern;LK Amberg-Sulzbach;09371;18-59;55708
Ende 2020;Bayern;LK Amberg-Sulzbach;09371;60+;30683
Ende 2020;Niedersachsen;LK Ammerland;03451;00-17;21566
Ende 2020;Niedersachsen;LK Ammerland;03451;18-59;65704
Ende 2020;Niedersachsen;LK Ammerland;03451;60+;38373
Ende 2020;Sachsen-Anhalt;LK Anhalt-Bitterfeld;15082;00-17;22043
Ende 2020;Sachsen-Anhalt;LK Anhalt-Bitterfeld;15082;18-59;75943
Ende 2020;Sachsen-Anhalt;LK Anhalt-Bitterfeld;15082;60+;59231
Ende 2020;Bayern;LK Ansbach;09571;00-17;31918
Ende 2020;Bayern;LK Ansbach;09571;18-59;101636
Ende 2020;Bayern;LK Ansbach;09571;60+;51762
Ende 2020;Bayern;LK Aschaffenburg;09671;00-17;28626
Ende 2020;Bayern;LK Aschaffenburg;09671;18-59;93968
Ende 2020;Bayern;LK Aschaffenburg;09671;60+;52064
Ende 2020;Bayern;LK Augsburg;09772;00-17;45628
Ende 2020;Bayern;LK Augsburg;09772;18-59;139073
Ende 2020;Bayern;LK Augsburg;09772;60+;71199
Ende 2020;Niedersachsen;LK Aurich;03452;00-17;30987
Ende 2020;Niedersachsen;LK Aurich;03452;18-59;99795
Ende 2020;Niedersachsen;LK Aurich;03452;60+;59396
Ende 2020;Rheinland-Pfalz;LK Bad Dürkheim;07332;00-17;20767
Ende 2020;Rheinland-Pfalz;LK Bad Dürkheim;07332;18-59;68412
Ende 2020;Rheinland-Pfalz;LK Bad Dürkheim;07332;60+;43825
Ende 2020;Bayern;LK Bad Kissingen;09672;00-17;15896
Ende 2020;Bayern;LK Bad Kissingen;09672;18-59;52904
Ende 2020;Bayern;LK Bad Kissingen;09672;60+;34369
Ende 2020;Rheinland-Pfalz;LK Bad Kreuznach;07133;00-17;25973
Ende 2020;Rheinland-Pfalz;LK Bad Kreuznach;07133;18-59;82673
Ende 2020;Rheinland-Pfalz;LK Bad Kreuznach;07133;60+;50100
Ende 2020;Bayern;LK Bad Tölz-Wolfratshausen;09173;00-17;22178
Ende 2020;Bayern;LK Bad Tölz-Wolfratshausen;09173;18-59;69452
Ende 2020;Bayern;LK Bad Tölz-Wolfratshausen;09173;60+;36582
Ende 2020;Bayern;LK Bamberg;09471;00-17;25175
Ende 2020;Bayern;LK Bamberg;09471;18-59;81884
Ende 2020;Bayern;LK Bamberg;09471;60+;40438
Ende 2020;Brandenburg;LK Barnim;12060;00-17;30979
Ende 2020;Brandenburg;LK Barnim;12060;18-59;95380
Ende 2020;Brandenburg;LK Barnim;12060;60+;60984
Ende 2020;Sachsen;LK Bautzen;14625;00-17;48314
Ende 2020;Sachsen;LK Bautzen;14625;18-59;140683
Ende 2020;Sachsen;LK Bautzen;14625;60+;109013
Ende 2020;Bayern;LK Bayreuth;09472;00-17;16562
Ende 2020;Bayern;LK Bayreuth;09472;18-59;55083
Ende 2020;Bayern;LK Bayreuth;09472;60+;32034
Ende 2020;Bayern;LK Berchtesgadener Land;09172;00-17;16545
Ende 2020;Bayern;LK Berchtesgadener Land;09172;18-59;57363
Ende 2020;Bayern;LK Berchtesgadener Land;09172;60+;32419
Ende 2020;Hessen;LK Bergstraße;06431;00-17;44409
Ende 2020;Hessen;LK Bergstraße;06431;18-59;144640
Ende 2020;Hessen;LK Bergstraße;06431;60+;81966
Ende 2020;Rheinland-Pfalz;LK Bernkastel-Wittlich;07231;00-17;18334
Ende 2020;Rheinland-Pfalz;LK Bernkastel-Wittlich;07231;18-59;59109
Ende 2020;Rheinland-Pfalz;LK Bernkastel-Wittlich;07231;60+;35242
Ende 2020;Baden-Württemberg;LK Biberach;08426;00-17;37730
Ende 2020;Baden-Württemberg;LK Biberach;08426;18-59;111727
Ende 2020;Baden-Württemberg;LK Biberach;08426;60+;52793
Ende 2020;Rheinland-Pfalz;LK Birkenfeld;07134;00-17;12846
Ende 2020;Rheinland-Pfalz;LK Birkenfeld;07134;18-59;41334
Ende 2020;Rheinland-Pfalz;LK Birkenfeld;07134;60+;26650
Ende 2020;Rheinland-Pfalz;LK Bitburg-Prüm;07232;00-17;16904
Ende 2020;Rheinland-Pfalz;LK Bitburg-Prüm;07232;18-59;54369
Ende 2020;Rheinland-Pfalz;LK Bitburg-Prüm;07232;60+;28782
Ende 2020;Baden-Württemberg;LK Bodenseekreis;08435;00-17;36312
Ende 2020;Baden-Württemberg;LK Bodenseekreis;08435;18-59;116071
Ende 2020;Baden-Württemberg;LK Bodenseekreis;08435;60+;65518
Ende 2020;Nordrhein-Westfalen;LK Borken;05554;00-17;68238
Ende 2020;Nordrhein-Westfalen;LK Borken;05554;18-59;204939
Ende 2020;Nordrhein-Westfalen;LK Borken;05554;60+;98721
Ende 2020;Baden-Württemberg;LK Breisgau-Hochschwarzwald;08315;00-17;46125
Ende 2020;Baden-Württemberg;LK Breisgau-Hochschwarzwald;08315;18-59;140264
Ende 2020;Baden-Württemberg;LK Breisgau-Hochschwarzwald;08315;60+;78478
Ende 2020;Sachsen-Anhalt;LK Burgenlandkreis;15084;00-17;25541
Ende 2020;Sachsen-Anhalt;LK Burgenlandkreis;15084;18-59;85474
Ende 2020;Sachsen-Anhalt;LK Burgenlandkreis;15084;60+;66575
Ende 2020;Baden-Württemberg;LK Böblingen;08115;00-17;70841
Ende 2020;Baden-Württemberg;LK Böblingen;08115;18-59;216803
Ende 2020;Baden-Württemberg;LK Böblingen;08115;60+;105254
Ende 2020;Sachsen-Anhalt;LK Börde;15083;00-17;26969
Ende 2020;Sachsen-Anhalt;LK Börde;15083;18-59;86195
Ende 2020;Sachsen-Anhalt;LK Börde;15083;60+;57403
Ende 2020;Baden-Württemberg;LK Calw;08235;00-17;27798
Ende 2020;Baden-Württemberg;LK Calw;08235;18-59;86439
Ende 2020;Baden-Württemberg;LK Calw;08235;60+;45912
Ende 2020;Niedersachsen;LK Celle;03351;00-17;30948
Ende 2020;Niedersachsen;LK Celle;03351;18-59;92894
Ende 2020;Niedersachsen;LK Celle;03351;60+;55544
Ende 2020;Bayern;LK Cham;09372;00-17;20430
Ende 2020;Bayern;LK Cham;09372;18-59;69479
Ende 2020;Bayern;LK Cham;09372;60+;38185
Ende 2020;Niedersachsen;LK Cloppenburg;03453;00-17;34721
Ende 2020;Niedersachsen;LK Cloppenburg;03453;18-59;97640
Ende 2020;Niedersachsen;LK Cloppenburg;03453;60+;40271
Ende 2020;Bayern;LK Coburg;09473;00-17;13558
Ende 2020;Bayern;LK Coburg;09473;18-59;45712
Ende 2020;Bayern;LK Coburg;09473;60+;27301
Ende 2020;Rheinland-Pfalz;LK Cochem-Zell;07135;00-17;9239
Ende 2020;Rheinland-Pfalz;LK Cochem-Zell;07135;18-59;31889
Ende 2020;Rheinland-Pfalz;LK Cochem-Zell;07135;60+;20450
Ende 2020;Nordrhein-Westfalen;LK Coesfeld;05558;00-17;38272
Ende 2020;Nordrhein-Westfalen;LK Coesfeld;05558;18-59;117664
Ende 2020;Nordrhein-Westfalen;LK Coesfeld;05558;60+;64776
Ende 2020;Niedersachsen;LK Cuxhaven;03352;00-17;32248
Ende 2020;Niedersachsen;LK Cuxhaven;03352;18-59;100291
Ende 2020;Niedersachsen;LK Cuxhaven;03352;60+;66287
Ende 2020;Bayern;LK Dachau;09174;00-17;27645
Ende 2020;Bayern;LK Dachau;09174;18-59;88384
Ende 2020;Bayern;LK Dachau;09174;60+;39088
Ende 2020;Brandenburg;LK Dahme-Spreewald;12061;00-17;28310
Ende 2020;Brandenburg;LK Dahme-Spreewald;12061;18-59;88913
Ende 2020;Brandenburg;LK Dahme-Spreewald;12061;60+;56093
Ende 2020;Hessen;LK Darmstadt-Dieburg;06432;00-17;51365
Ende 2020;Hessen;LK Darmstadt-Dieburg;06432;18-59;161793
Ende 2020;Hessen;LK Darmstadt-Dieburg;06432;60+;84543
Ende 2020;Bayern;LK Deggendorf;09271;00-17;18797
Ende 2020;Bayern;LK Deggendorf;09271;18-59;66597
Ende 2020;Bayern;LK Deggendorf;09271;60+;34085
Ende 2020;Niedersachsen;LK Diepholz;03251;00-17;36399
Ende 2020;Niedersachsen;LK Diepholz;03251;18-59;115893
Ende 2020;Niedersachsen;LK Diepholz;03251;60+;65780
Ende 2020;Bayern;LK Dillingen a.d.Donau;09773;00-17;16872
Ende 2020;Bayern;LK Dillingen a.d.Donau;09773;18-59;53110
Ende 2020;Bayern;LK Dillingen a.d.Donau;09773;60+;27190
Ende 2020;Bayern;LK Dingolfing-Landau;09279;00-17;16331
Ende 2020;Bayern;LK Dingolfing-Landau;09279;18-59;54785
Ende 2020;Bayern;LK Dingolfing-Landau;09279;60+;26128
Ende 2020;Schleswig-Holstein;LK Dithmarschen;01051;00-17;20896
Ende 2020;Schleswig-Holstein;LK Dithmarschen;01051;18-59;68416
Ende 2020;Schleswig-Holstein;LK Dithmarschen;01051;60+;43939
Ende 2020;Bayern;LK Donau-Ries;09779;00-17;23114
Ende 2020;Bayern;LK Donau-Ries;09779;18-59;74357
Ende 2020;Bayern;LK Donau-Ries;09779;60+;36853
Ende 2020;Rheinland-Pfalz;LK Donnersbergkreis;07333;00-17;12557
Ende 2020;Rheinland-Pfalz;LK Donnersbergkreis;07333;18-59;39672
Ende 2020;Rheinland-Pfalz;LK Donnersbergkreis;07333;60+;23310
Ende 2020;Nordrhein-Westfalen;LK Düren;05358;00-17;44842
Ende 2020;Nordrhein-Westfalen;LK Düren;05358;18-59;142653
Ende 2020;Nordrhein-Westfalen;LK Düren;05358;60+;77645
Ende 2020;Bayern;LK Ebersberg;09175;00-17;26857
Ende 2020;Bayern;LK Ebersberg;09175;18-59;81078
Ende 2020;Bayern;LK Ebersberg;09175;60+;36156
Ende 2020;Thüringen;LK Eichsfeld;16061;00-17;17266
Ende 2020;Thüringen;LK Eichsfeld;16061;18-59;49587
Ende 2020;Thüringen;LK Eichsfeld;16061;60+;32610
Ende 2020;Bayern;LK Eichstätt;09176;00-17;25257
Ende 2020;Bayern;LK Eichstätt;09176;18-59;74794
Ende 2020;Bayern;LK Eichstätt;09176;60+;33118
Ende 2020;Brandenburg;LK Elbe-Elster;12062;00-17;14372
Ende 2020;Brandenburg;LK Elbe-Elster;12062;18-59;47821
Ende 2020;Brandenburg;LK Elbe-Elster;12062;60+;38892
Ende 2020;Baden-Württemberg;LK Emmendingen;08316;00-17;29095
Ende 2020;Baden-Württemberg;LK Emmendingen;08316;18-59;89494
Ende 2020;Baden-Württemberg;LK Emmendingen;08316;60+;48273
Ende 2020;Niedersachsen;LK Emsland;03454;00-17;59420
Ende 2020;Niedersachsen;LK Emsland;03454;18-59;182263
Ende 2020;Niedersachsen;LK Emsland;03454;60+;87247
Ende 2020;Nordrhein-Westfalen;LK Ennepe-Ruhr-Kreis;05954;00-17;50472
Ende 2020;Nordrhein-Westfalen;LK Ennepe-Ruhr-Kreis;05954;18-59;170268
Ende 2020;Nordrhein-Westfalen;LK Ennepe-Ruhr-Kreis;05954;60+;102390
Ende 2020;Baden-Württemberg;LK Enzkreis;08236;00-17;34495
Ende 2020;Baden-Württemberg;LK Enzkreis;08236;18-59;107616
Ende 2020;Baden-Württemberg;LK Enzkreis;08236;60+;57641
Ende 2020;Bayern;LK Erding;09177;00-17;24922
Ende 2020;Bayern;LK Erding;09177;18-59;80851
Ende 2020;Bayern;LK Erding;09177;60+;33118
Ende 2020;Bayern;LK Erlangen-Höchstadt;09572;00-17;24856
Ende 2020;Bayern;LK Erlangen-Höchstadt;09572;18-59;74147
Ende 2020;Bayern;LK Erlangen-Höchstadt;09572;60+;39102
Ende 2020;Sachsen;LK Erzgebirgskreis;14521;00-17;51437
Ende 2020;Sachsen;LK Erzgebirgskreis;14521;18-59;151951
Ende 2020;Sachsen;LK Erzgebirgskreis;14521;60+;128529
Ende 2020;Baden-Württemberg;LK Esslingen;08116;00-17;90538
Ende 2020;Baden-Württemberg;LK Esslingen;08116;18-59;297472
Ende 2020;Baden-Württemberg;LK Esslingen;08116;60+;145607
Ende 2020;Nordrhein-Westfalen;LK Euskirchen;05366;00-17;32563
Ende 2020;Nordrhein-Westfalen;LK Euskirchen;05366;18-59;103464
Ende 2020;Nordrhein-Westfalen;LK Euskirchen;05366;60+;58332
Ende 2020;Bayern;LK Forchheim;09474;00-17;19636
Ende 2020;Bayern;LK Forchheim;09474;18-59;63271
Ende 2020;Bayern;LK Forchheim;09474;60+;33693
Ende 2020;Bayern;LK Freising;09178;00-17;31609
Ende 2020;Bayern;LK Freising;09178;18-59;108379
Ende 2020;Bayern;LK Freising;09178;60+;40325
Ende 2020;Baden-Württemberg;LK Freudenstadt;08237;00-17;20305
Ende 2020;Baden-Württemberg;LK Freudenstadt;08237;18-59;64239
Ende 2020;Baden-Württemberg;LK Freudenstadt;08237;60+;33820
Ende 2020;Bayern;LK Freyung-Grafenau;09272;00-17;11844
Ende 2020;Bayern;LK Freyung-Grafenau;09272;18-59;42107
Ende 2020;Bayern;LK Freyung-Grafenau;09272;60+;24404
Ende 2020;Niedersachsen;LK Friesland;03455;00-17;15545
Ende 2020;Niedersachsen;LK Friesland;03455;18-59;49953
Ende 2020;Niedersachsen;LK Friesland;03455;60+;33473
Ende 2020;Hessen;LK Fulda;06631;00-17;37832
Ende 2020;Hessen;LK Fulda;06631;18-59;121351
Ende 2020;Hessen;LK Fulda;06631;60+;63840
Ende 2020;Bayern;LK Fürstenfeldbruck;09179;00-17;38680
Ende 2020;Bayern;LK Fürstenfeldbruck;09179;18-59;118728
Ende 2020;Bayern;LK Fürstenfeldbruck;09179;60+;61332
Ende 2020;Bayern;LK Fürth;09573;00-17;19862
Ende 2020;Bayern;LK Fürth;09573;18-59;62724
Ende 2020;Bayern;LK Fürth;09573;60+;36109
Ende 2020;Bayern;LK Garmisch-Partenkirchen;09180;00-17;13491
Ende 2020;Bayern;LK Garmisch-Partenkirchen;09180;18-59;46521
Ende 2020;Bayern;LK Garmisch-Partenkirchen;09180;60+;28267
Ende 2020;Rheinland-Pfalz;LK Germersheim;07334;00-17;22092
Ende 2020;Rheinland-Pfalz;LK Germersheim;07334;18-59;70593
Ende 2020;Rheinland-Pfalz;LK Germersheim;07334;60+;36321
Ende 2020;Hessen;LK Gießen;06531;00-17;43208
Ende 2020;Hessen;LK Gießen;06531;18-59;156894
Ende 2020;Hessen;LK Gießen;06531;60+;71565
Ende 2020;Niedersachsen;LK Gifhorn;03151;00-17;32226
Ende 2020;Niedersachsen;LK Gifhorn;03151;18-59;95244
Ende 2020;Niedersachsen;LK Gifhorn;03151;60+;49757
Ende 2020;Niedersachsen;LK Goslar;03153;00-17;18133
Ende 2020;Niedersachsen;LK Goslar;03153;18-59;68832
Ende 2020;Niedersachsen;LK Goslar;03153;60+;47723
Ende 2020;Thüringen;LK Gotha;16067;00-17;20822
Ende 2020;Thüringen;LK Gotha;16067;18-59;67807
Ende 2020;Thüringen;LK Gotha;16067;60+;45934
Ende 2020;Niedersachsen;LK Grafschaft Bentheim;03456;00-17;24890
Ende 2020;Niedersachsen;LK Grafschaft Bentheim;03456;18-59;74522
Ende 2020;Niedersachsen;LK Grafschaft Bentheim;03456;60+;38479
Ende 2020;Thüringen;LK Greiz;16076;00-17;13877
Ende 2020;Thüringen;LK Greiz;16076;18-59;44411
Ende 2020;Thüringen;LK Greiz;16076;60+;38380
Ende 2020;Hessen;LK Groß-Gerau;06433;00-17;49536
Ende 2020;Hessen;LK Groß-Gerau;06433;18-59;155212
Ende 2020;Hessen;LK Groß-Gerau;06433;60+;71059
Ende 2020;Baden-Württemberg;LK Göppingen;08117;00-17;44103
Ende 2020;Baden-Württemberg;LK Göppingen;08117;18-59;140028
Ende 2020;Baden-Württemberg;LK Göppingen;08117;60+;74650
Ende 2020;Sachsen;LK Görlitz;14626;00-17;38118
Ende 2020;Sachsen;LK Görlitz;14626;18-59;114840
Ende 2020;Sachsen;LK Görlitz;14626;60+;97600
Ende 2020;Niedersachsen;LK Göttingen;03159;00-17;49583
Ende 2020;Niedersachsen;LK Göttingen;03159;18-59;176133
Ende 2020;Niedersachsen;LK Göttingen;03159;60+;98184
Ende 2020;Bayern;LK Günzburg;09774;00-17;22045
Ende 2020;Bayern;LK Günzburg;09774;18-59;70958
Ende 2020;Bayern;LK Günzburg;09774;60+;34339
Ende 2020;Nordrhein-Westfalen;LK Gütersloh;05754;00-17;65438
Ende 2020;Nordrhein-Westfalen;LK Gütersloh;05754;18-59;200800
Ende 2020;Nordrhein-Westfalen;LK Gütersloh;05754;60+;98580
Ende 2020;Niedersachsen;LK Hameln-Pyrmont;03252;00-17;23777
Ende 2020;Niedersachsen;LK Hameln-Pyrmont;03252;18-59;75385
Ende 2020;Niedersachsen;LK Hameln-Pyrmont;03252;60+;49418
Ende 2020;Niedersachsen;LK Harburg;03353;00-17;44344
Ende 2020;Niedersachsen;LK Harburg;03353;18-59;136402
Ende 2020;Niedersachsen;LK Harburg;03353;60+;75270
Ende 2020;Sachsen-Anhalt;LK Harz;15085;00-17;29537
Ende 2020;Sachsen-Anhalt;LK Harz;15085;18-59;101918
Ende 2020;Sachsen-Anhalt;LK Harz;15085;60+;79520
Ende 2020;Brandenburg;LK Havelland;12063;00-17;27883
Ende 2020;Brandenburg;LK Havelland;12063;18-59;85993
Ende 2020;Brandenburg;LK Havelland;12063;60+;50817
Ende 2020;Bayern;LK Haßberge;09674;00-17;13841
Ende 2020;Bayern;LK Haßberge;09674;18-59;45150
Ende 2020;Bayern;LK Haßberge;09674;60+;25284
Ende 2020;Niedersachsen;LK Heidekreis;03358;00-17;23731
Ende 2020;Niedersachsen;LK Heidekreis;03358;18-59;74869
Ende 2020;Niedersachsen;LK Heidekreis;03358;60+;42285
Ende 2020;Baden-Württemberg;LK Heidenheim;08135;00-17;22879
Ende 2020;Baden-Württemberg;LK Heidenheim;08135;18-59;71195
Ende 2020;Baden-Württemberg;LK Heidenheim;08135;60+;38738
Ende 2020;Baden-Württemberg;LK Heilbronn;08125;00-17;61376
Ende 2020;Baden-Württemberg;LK Heilbronn;08125;18-59;192890
Ende 2020;Baden-Württemberg;LK Heilbronn;08125;60+;92097
Ende 2020;Nordrhein-Westfalen;LK Heinsberg;05370;00-17;43249
Ende 2020;Nordrhein-Westfalen;LK Heinsberg;05370;18-59;138389
Ende 2020;Nordrhein-Westfalen;LK Heinsberg;05370;60+;74820
Ende 2020;Niedersachsen;LK Helmstedt;03154;00-17;14806
Ende 2020;Niedersachsen;LK Helmstedt;03154;18-59;47940
Ende 2020;Niedersachsen;LK Helmstedt;03154;60+;28772
Ende 2020;Nordrhein-Westfalen;LK Herford;05758;00-17;43101
Ende 2020;Nordrhein-Westfalen;LK Herford;05758;18-59;132598
Ende 2020;Nordrhein-Westfalen;LK Herford;05758;60+;74848
Ende 2020;Hessen;LK Hersfeld-Rotenburg;06632;00-17;19480
Ende 2020;Hessen;LK Hersfeld-Rotenburg;06632;18-59;62259
Ende 2020;Hessen;LK Hersfeld-Rotenburg;06632;60+;38565
Ende 2020;Schleswig-Holstein;LK Herzogtum Lauenburg;01053;00-17;34660
Ende 2020;Schleswig-Holstein;LK Herzogtum Lauenburg;01053;18-59;105297
Ende 2020;Schleswig-Holstein;LK Herzogtum Lauenburg;01053;60+;59195
Ende 2020;Thüringen;LK Hildburghausen;16069;00-17;9327
Ende 2020;Thüringen;LK Hildburghausen;16069;18-59;31446
Ende 2020;Thüringen;LK Hildburghausen;16069;60+;21883
Ende 2020;Niedersachsen;LK Hildesheim;03254;00-17;43355
Ende 2020;Niedersachsen;LK Hildesheim;03254;18-59;146915
Ende 2020;Niedersachsen;LK Hildesheim;03254;60+;85194
Ende 2020;Nordrhein-Westfalen;LK Hochsauerlandkreis;05958;00-17;42354
Ende 2020;Nordrhein-Westfalen;LK Hochsauerlandkreis;05958;18-59;138123
Ende 2020;Nordrhein-Westfalen;LK Hochsauerlandkreis;05958;60+;78553
Ende 2020;Hessen;LK Hochtaunuskreis;06434;00-17;43004
Ende 2020;Hessen;LK Hochtaunuskreis;06434;18-59;124526
Ende 2020;Hessen;LK Hochtaunuskreis;06434;60+;69751
Ende 2020;Bayern;LK Hof;09475;00-17;13754
Ende 2020;Bayern;LK Hof;09475;18-59;48258
Ende 2020;Bayern;LK Hof;09475;60+;32510
Ende 2020;Baden-Württemberg;LK Hohenlohekreis;08126;00-17;19632
Ende 2020;Baden-Württemberg;LK Hohenlohekreis;08126;18-59;62425
Ende 2020;Baden-Württemberg;LK Hohenlohekreis;08126;60+;30708
Ende 2020;Niedersachsen;LK Holzminden;03255;00-17;10583
Ende 2020;Niedersachsen;LK Holzminden;03255;18-59;35428
Ende 2020;Niedersachsen;LK Holzminden;03255;60+;24196
Ende 2020;Nordrhein-Westfalen;LK Höxter;05762;00-17;23419
Ende 2020;Nordrhein-Westfalen;LK Höxter;05762;18-59;72527
Ende 2020;Nordrhein-Westfalen;LK Höxter;05762;60+;43783
Ende 2020;Thüringen;LK Ilm-Kreis;16070;00-17;15940
Ende 2020;Thüringen;LK Ilm-Kreis;16070;18-59;53210
Ende 2020;Thüringen;LK Ilm-Kreis;16070;60+;36456
Ende 2020;Sachsen-Anhalt;LK Jerichower Land;15086;00-17;13571
Ende 2020;Sachsen-Anhalt;LK Jerichower Land;15086;18-59;43855
Ende 2020;Sachsen-Anhalt;LK Jerichower Land;15086;60+;31977
Ende 2020;Rheinland-Pfalz;LK Kaiserslautern;07335;00-17;19084
Ende 2020;Rheinland-Pfalz;LK Kaiserslautern;07335;18-59;54977
Ende 2020;Rheinland-Pfalz;LK Kaiserslautern;07335;60+;32259
Ende 2020;Baden-Württemberg;LK Karlsruhe;08215;00-17;74921
Ende 2020;Baden-Württemberg;LK Karlsruhe;08215;18-59;243419
Ende 2020;Baden-Württemberg;LK Karlsruhe;08215;60+;128512
Ende 2020;Hessen;LK Kassel;06633;00-17;37447
Ende 2020;Hessen;LK Kassel;06633;18-59;121791
Ende 2020;Hessen;LK Kassel;06633;60+;77769
Ende 2020;Bayern;LK Kelheim;09273;00-17;21897
Ende 2020;Bayern;LK Kelheim;09273;18-59;69386
Ende 2020;Bayern;LK Kelheim;09273;60+;32107
Ende 2020;Bayern;LK Kitzingen;09675;00-17;15195
Ende 2020;Bayern;LK Kitzingen;09675;18-59;50303
Ende 2020;Bayern;LK Kitzingen;09675;60+;26198
Ende 2020;Nordrhein-Westfalen;LK Kleve;05154;00-17;52111
Ende 2020;Nordrhein-Westfalen;LK Kleve;05154;18-59;172087
Ende 2020;Nordrhein-Westfalen;LK Kleve;05154;60+;89388
Ende 2020;Baden-Württemberg;LK Konstanz;08335;00-17;47368
Ende 2020;Baden-Württemberg;LK Konstanz;08335;18-59;159097
Ende 2020;Baden-Württemberg;LK Konstanz;08335;60+;80411
Ende 2020;Bayern;LK Kronach;09476;00-17;9177
Ende 2020;Bayern;LK Kronach;09476;18-59;35012
Ende 2020;Bayern;LK Kronach;09476;60+;22166
Ende 2020;Bayern;LK Kulmbach;09477;00-17;10334
Ende 2020;Bayern;LK Kulmbach;09477;18-59;37650
Ende 2020;Bayern;LK Kulmbach;09477;60+;23444
Ende 2020;Rheinland-Pfalz;LK Kusel;07336;00-17;10965
Ende 2020;Rheinland-Pfalz;LK Kusel;07336;18-59;35666
Ende 2020;Rheinland-Pfalz;LK Kusel;07336;60+;23474
Ende 2020;Thüringen;LK Kyffhäuserkreis;16065;00-17;10707
Ende 2020;Thüringen;LK Kyffhäuserkreis;16065;18-59;35075
Ende 2020;Thüringen;LK Kyffhäuserkreis;16065;60+;27740
Ende 2020;Hessen;LK Lahn-Dill-Kreis;06532;00-17;42202
Ende 2020;Hessen;LK Lahn-Dill-Kreis;06532;18-59;135254
Ende 2020;Hessen;LK Lahn-Dill-Kreis;06532;60+;75917
Ende 2020;Bayern;LK Landsberg a.Lech;09181;00-17;21360
Ende 2020;Bayern;LK Landsberg a.Lech;09181;18-59;66521
Ende 2020;Bayern;LK Landsberg a.Lech;09181;60+;33138
Ende 2020;Bayern;LK Landshut;09274;00-17;28963
Ende 2020;Bayern;LK Landshut;09274;18-59;90159
Ende 2020;Bayern;LK Landshut;09274;60+;42069
Ende 2020;Niedersachsen;LK Leer;03457;00-17;29624
Ende 2020;Niedersachsen;LK Leer;03457;18-59;92409
Ende 2020;Niedersachsen;LK Leer;03457;60+;49450
Ende 2020;Sachsen;LK Leipzig;14729;00-17;42095
Ende 2020;Sachsen;LK Leipzig;14729;18-59;125267
Ende 2020;Sachsen;LK Leipzig;14729;60+;91024
Ende 2020;Bayern;LK Lichtenfels;09478;00-17;10232
Ende 2020;Bayern;LK Lichtenfels;09478;18-59;35674
Ende 2020;Bayern;LK Lichtenfels;09478;60+;20816
Ende 2020;Hessen;LK Limburg-Weilburg;06533;00-17;28615
Ende 2020;Hessen;LK Limburg-Weilburg;06533;18-59;92757
Ende 2020;Hessen;LK Limburg-Weilburg;06533;60+;50919
Ende 2020;Bayern;LK Lindau;09776;00-17;13420
Ende 2020;Bayern;LK Lindau;09776;18-59;44171
Ende 2020;Bayern;LK Lindau;09776;60+;24494
Ende 2020;Nordrhein-Westfalen;LK Lippe;05766;00-17;62615
Ende 2020;Nordrhein-Westfalen;LK Lippe;05766;18-59;179415
Ende 2020;Nordrhein-Westfalen;LK Lippe;05766;60+;104940
Ende 2020;Baden-Württemberg;LK Ludwigsburg;08118;00-17;96318
Ende 2020;Baden-Württemberg;LK Ludwigsburg;08118;18-59;303467
Ende 2020;Baden-Württemberg;LK Ludwigsburg;08118;60+;145186
Ende 2020;Mecklenburg-Vorpommern;LK Ludwigslust-Parchim;13076;00-17;33116
Ende 2020;Mecklenburg-Vorpommern;LK Ludwigslust-Parchim;13076;18-59;106331
Ende 2020;Mecklenburg-Vorpommern;LK Ludwigslust-Parchim;13076;60+;72397
